run,g,MAE_J2,MAE_JZ,MAE_JDM,MAE_J3,MSE_J2,MSE_JZ,MSE_JDM,MSE_J3,FID_J2,FID_JZ,FID_JDM,FID_J3
6,1.6,0.1112,0.0955,0.2132,0.1266,0.0206,0.0143,0.0755,0.0248,0.8851,0.9282,0.5717,0.8998
6,1.7000000000000002,0.1113,0.0979,0.2109,0.1462,0.02,0.0166,0.0725,0.0328,0.8935,0.9031,0.6024,0.8579
6,1.8,0.1237,0.1021,0.197,0.1408,0.0228,0.017,0.068,0.03,0.87,0.8978,0.5816,0.8906
6,1.9000000000000001,0.1247,0.1029,0.2191,0.155,0.0231,0.0174,0.0792,0.0358,0.8636,0.9026,0.4813,0.8741
6,2.0,0.1382,0.1194,0.23,0.1716,0.0287,0.0225,0.0882,0.0475,0.8224,0.877,0.4663,0.7985
6,2.1,0.1351,0.1173,0.2221,0.1839,0.0292,0.0224,0.08,0.0527,0.8175,0.8687,0.511,0.7608
6,2.2,0.1443,0.1226,0.2221,0.179,0.0315,0.0219,0.0829,0.0485,0.8006,0.8776,0.4974,0.802
6,2.3000000000000003,0.1414,0.1185,0.2407,0.1998,0.0309,0.0213,0.0898,0.0549,0.8032,0.8841,0.4783,0.7502
6,2.4000000000000004,0.1299,0.1281,0.2287,0.1814,0.0243,0.0259,0.0813,0.0495,0.8695,0.8708,0.4747,0.7919
6,2.5,0.1551,0.1353,0.2559,0.2017,0.035,0.029,0.1009,0.0586,0.7804,0.8325,0.4052,0.7298
6,2.6,0.1571,0.1328,0.2541,0.195,0.0374,0.0265,0.1022,0.0607,0.7686,0.8629,0.3992,0.7315
6,2.7,0.1566,0.1433,0.2419,0.2147,0.0392,0.0308,0.0946,0.0659,0.764,0.8327,0.4895,0.7179
6,2.8000000000000003,0.1492,0.1564,0.285,0.2125,0.0352,0.0347,0.125,0.0708,0.7817,0.8074,0.3357,0.7164
6,2.9000000000000004,0.1725,0.1483,0.2612,0.2105,0.0456,0.0359,0.1,0.0674,0.6881,0.8262,0.3511,0.6683
6,3.0,0.1796,0.1671,0.3149,0.2275,0.0501,0.0417,0.1462,0.0745,0.6844,0.7734,0.2762,0.6524
7,0.0,0.0207,0.022,0.0506,0.0245,0.0008,0.0009,0.0072,0.0012,0.9955,0.9945,0.9598,0.994
7,0.1,0.0216,0.0236,0.0548,0.0251,0.0009,0.001,0.0076,0.0013,0.9952,0.9939,0.9584,0.9936
7,0.2,0.0229,0.0276,0.0599,0.0275,0.0009,0.0013,0.0088,0.0014,0.995,0.992,0.9503,0.9929
7,0.30000000000000004,0.0276,0.0293,0.0795,0.0317,0.0012,0.0014,0.0128,0.0018,0.9929,0.9913,0.9248,0.991
7,0.4,0.0333,0.0334,0.0809,0.0344,0.0018,0.0018,0.0134,0.0021,0.9898,0.9893,0.9212,0.9897
7,0.5,0.0391,0.0401,0.1017,0.0403,0.0023,0.0025,0.0203,0.0027,0.9873,0.9854,0.8781,0.9866
7,0.6000000000000001,0.0396,0.0418,0.1,0.0473,0.0025,0.0029,0.0184,0.0037,0.9867,0.9826,0.8962,0.9829
7,0.7000000000000001,0.0456,0.0442,0.1046,0.0523,0.0033,0.003,0.0196,0.0044,0.982,0.9828,0.8848,0.9793
7,0.8,0.0553,0.0478,0.1117,0.0643,0.005,0.0038,0.0206,0.0065,0.9723,0.9778,0.8765,0.9721
7,0.9,0.0601,0.0579,0.1253,0.0723,0.0062,0.0052,0.0251,0.0082,0.9676,0.9706,0.8548,0.9653
7,1.0,0.0699,0.0627,0.1293,0.0806,0.0074,0.0057,0.0326,0.0099,0.9608,0.9675,0.8025,0.9605
7,1.1,0.0721,0.0648,0.1967,0.091,0.0083,0.0065,0.0599,0.0136,0.9544,0.9636,0.6184,0.9405
7,1.2000000000000002,0.078,0.0712,0.1631,0.0981,0.0096,0.0074,0.0506,0.0164,0.9463,0.9619,0.6862,0.9349
7,1.3,0.0874,0.0724,0.1608,0.1073,0.0106,0.0087,0.0462,0.0177,0.9449,0.9489,0.7148,0.9396
7,1.4000000000000001,0.0998,0.0852,0.1854,0.1211,0.0155,0.0123,0.0544,0.0212,0.9171,0.9288,0.6706,0.9192
7,1.5,0.0984,0.084,0.1973,0.1233,0.0151,0.0119,0.0591,0.0227,0.9118,0.9385,0.646,0.9035
7,1.6,0.1081,0.0986,0.2062,0.1381,0.0177,0.015,0.0685,0.0299,0.8989,0.9191,0.5391,0.867
7,1.7000000000000002,0.1109,0.092,0.1977,0.1344,0.0196,0.0124,0.0589,0.0264,0.8939,0.9376,0.6318,0.8913
7,1.8,0.1091,0.0909,0.1993,0.1373,0.0194,0.0136,0.0643,0.0284,0.892,0.9325,0.581,0.8997
7,1.9000000000000001,0.1353,0.1186,0.2264,0.1522,0.0283,0.0207,0.0782,0.0351,0.8342,0.8809,0.5216,0.8661
7,2.0,0.1192,0.1076,0.2294,0.1591,0.0225,0.018,0.0801,0.0375,0.8673,0.8965,0.4682,0.8442
7,2.1,0.145,0.1153,0.2245,0.1816,0.0313,0.021,0.0729,0.0502,0.8068,0.8952,0.5404,0.7941
7,2.2,0.1414,0.1288,0.2379,0.1959,0.0295,0.0246,0.0828,0.0593,0.8267,0.8657,0.5215,0.7222
7,2.3000000000000003,0.1368,0.1198,0.2244,0.2018,0.0274,0.0219,0.0881,0.0581,0.8444,0.879,0.5164,0.728
7,2.4000000000000004,0.1532,0.133,0.2396,0.1942,0.0354,0.0278,0.0944,0.0553,0.7847,0.8494,0.4025,0.7769
7,2.5,0.1578,0.1293,0.2494,0.2028,0.0355,0.025,0.0995,0.0611,0.7747,0.8709,0.4307,0.711
7,2.6,0.1654,0.1352,0.2593,0.2179,0.0412,0.0278,0.0992,0.0711,0.7354,0.8519,0.4229,0.7142
7,2.7,0.1684,0.1495,0.2673,0.2053,0.046,0.0347,0.1119,0.0628,0.7042,0.829,0.3975,0.7692
7,2.8000000000000003,0.1522,0.1479,0.2712,0.2219,0.0364,0.0346,0.1132,0.0747,0.7681,0.8005,0.3899,0.6211
7,2.9000000000000004,0.1584,0.1533,0.2818,0.2133,0.0383,0.0374,0.1156,0.0654,0.7542,0.8028,0.4269,0.7139
7,3.0,0.1809,0.1619,0.2932,0.215,0.0503,0.0401,0.1287,0.0681,0.6557,0.7691,0.2842,0.7204
8,0.0,0.0207,0.022,0.0506,0.0245,0.0008,0.0009,0.0072,0.0012,0.9955,0.9945,0.9598,0.994
8,0.1,0.0205,0.0225,0.0543,0.0239,0.0008,0.001,0.0077,0.0012,0.9954,0.9941,0.9567,0.994
8,0.2,0.0242,0.0234,0.062,0.0278,0.0011,0.0009,0.0087,0.0014,0.9939,0.9945,0.9513,0.993
8,0.30000000000000004,0.0273,0.0285,0.0734,0.0286,0.0012,0.0014,0.012,0.0015,0.9932,0.9916,0.9325,0.9926
8,0.4,0.0322,0.0332,0.0917,0.0342,0.0016,0.0019,0.0186,0.002,0.9909,0.9888,0.8894,0.9907
8,0.5,0.0353,0.0387,0.093,0.0407,0.0021,0.0024,0.0175,0.0027,0.988,0.9854,0.8939,0.9867
8,0.6000000000000001,0.0402,0.037,0.1082,0.0437,0.0027,0.0023,0.0233,0.003,0.9851,0.9859,0.8669,0.9879
8,0.7000000000000001,0.0459,0.0443,0.1194,0.0538,0.0033,0.0032,0.0299,0.0044,0.9845,0.9809,0.8183,0.9801
8,0.8,0.0476,0.0465,0.1269,0.0602,0.0041,0.0036,0.0289,0.0055,0.9808,0.9789,0.8273,0.9793
8,0.9,0.0644,0.0561,0.1461,0.0666,0.0063,0.0057,0.0383,0.007,0.9674,0.9659,0.7696,0.9699
8,1.0,0.0663,0.0528,0.143,0.0856,0.0067,0.0044,0.0342,0.011,0.965,0.9747,0.792,0.9545
8,1.1,0.064,0.06,0.1612,0.088,0.0067,0.0062,0.0433,0.0121,0.9651,0.963,0.7326,0.9549
8,1.2000000000000002,0.0797,0.08,0.1658,0.1084,0.0101,0.0096,0.0454,0.018,0.95,0.9512,0.7581,0.9217
8,1.3,0.0829,0.0834,0.1766,0.1156,0.01,0.0111,0.0495,0.0203,0.9512,0.9365,0.6924,0.9347
8,1.4000000000000001,0.0902,0.0818,0.1871,0.1062,0.0128,0.0095,0.0579,0.0189,0.9312,0.9531,0.6338,0.9271
8,1.5,0.0929,0.0857,0.1842,0.1197,0.0129,0.0118,0.0559,0.0229,0.9326,0.935,0.6465,0.9038
8,1.6,0.1024,0.0906,0.1811,0.1419,0.0166,0.0136,0.0503,0.0311,0.9105,0.9233,0.6803,0.8839
8,1.7000000000000002,0.117,0.0975,0.1985,0.1371,0.0208,0.0143,0.0637,0.0288,0.8805,0.9257,0.6029,0.8813
8,1.8,0.1089,0.0962,0.2054,0.1633,0.0187,0.0147,0.0711,0.0384,0.9,0.9208,0.526,0.8463
8,1.9000000000000001,0.1176,0.1061,0.2068,0.1371,0.022,0.0176,0.0641,0.0314,0.8643,0.9075,0.5663,0.8764
8,2.0,0.1329,0.1231,0.2287,0.1575,0.0279,0.022,0.0823,0.0365,0.831,0.8754,0.5075,0.8499
8,2.1,0.1362,0.1185,0.2248,0.1811,0.0281,0.0222,0.0818,0.0468,0.8337,0.8751,0.5414,0.8197
8,2.2,0.1397,0.1084,0.2146,0.1688,0.028,0.0192,0.0728,0.0425,0.8306,0.8935,0.5199,0.7901
8,2.3000000000000003,0.1408,0.1333,0.2401,0.1696,0.0297,0.0282,0.0908,0.0423,0.8165,0.8349,0.427,0.8196
8,2.4000000000000004,0.1476,0.1334,0.2546,0.2039,0.0363,0.0275,0.1019,0.0606,0.7666,0.8402,0.3943,0.7252
8,2.5,0.1509,0.1364,0.2474,0.1876,0.0348,0.027,0.0982,0.0536,0.7783,0.8553,0.3741,0.7704
8,2.6,0.173,0.1525,0.2634,0.2079,0.0449,0.0361,0.1128,0.0616,0.708,0.7982,0.377,0.7479
8,2.7,0.1698,0.1403,0.2669,0.2201,0.043,0.0319,0.1138,0.0717,0.7302,0.8122,0.3303,0.7029
8,2.8000000000000003,0.1861,0.1475,0.2526,0.1956,0.0517,0.0338,0.0945,0.057,0.6395,0.8153,0.4806,0.7426
8,2.9000000000000004,0.1596,0.163,0.2383,0.2182,0.0381,0.0412,0.0961,0.0724,0.7562,0.7701,0.457,0.6762
8,3.0,0.1843,0.1617,0.2773,0.2307,0.0509,0.0393,0.1192,0.075,0.6459,0.7743,0.3357,0.6371
9,0.0,0.0207,0.022,0.0506,0.0245,0.0008,0.0009,0.0072,0.0012,0.9955,0.9945,0.9598,0.994
9,0.1,0.0214,0.0235,0.0567,0.0254,0.0008,0.001,0.008,0.0013,0.9954,0.9939,0.9543,0.9937
9,0.2,0.0223,0.025,0.0607,0.0255,0.0009,0.0012,0.0094,0.0013,0.9952,0.9931,0.9466,0.9937
9,0.30000000000000004,0.0255,0.0279,0.0775,0.0294,0.001,0.0014,0.0117,0.0016,0.9942,0.9917,0.9317,0.9922
9,0.4,0.0299,0.0327,0.0841,0.0323,0.0014,0.0018,0.014,0.0019,0.9921,0.9892,0.9183,0.9904
9,0.5,0.0318,0.0361,0.095,0.0409,0.0017,0.0023,0.0184,0.0028,0.9905,0.986,0.8898,0.9869
9,0.6000000000000001,0.0415,0.0341,0.1008,0.0454,0.0028,0.0019,0.0174,0.0033,0.9852,0.9882,0.8948,0.985
9,0.7000000000000001,0.0468,0.0467,0.1129,0.0559,0.0032,0.0036,0.0224,0.0047,0.9823,0.9783,0.8628,0.9787
9,0.8,0.0532,0.0517,0.1312,0.0523,0.0042,0.0041,0.0304,0.0045,0.978,0.9752,0.8148,0.9795
9,0.9,0.0644,0.0536,0.1331,0.0725,0.0064,0.0045,0.0345,0.0081,0.9646,0.9739,0.7922,0.9646
9,1.0,0.0582,0.06,0.1467,0.075,0.0049,0.0056,0.0385,0.0091,0.9741,0.9677,0.7573,0.9648
9,1.1,0.0716,0.0722,0.1519,0.0863,0.0078,0.0086,0.0387,0.0123,0.9586,0.9498,0.7488,0.9448
9,1.2000000000000002,0.077,0.0735,0.1524,0.0959,0.0087,0.0088,0.0381,0.0145,0.9565,0.9525,0.7647,0.9425
9,1.3,0.0875,0.0751,0.1697,0.1132,0.0117,0.0088,0.0451,0.0195,0.9413,0.955,0.7033,0.9154
9,1.4000000000000001,0.0929,0.0769,0.1937,0.1193,0.0133,0.0093,0.0611,0.0221,0.9307,0.9453,0.638,0.9164
9,1.5,0.0898,0.0828,0.1728,0.1226,0.0125,0.0109,0.0531,0.0234,0.9346,0.9385,0.6621,0.9156
9,1.6,0.1157,0.0892,0.1816,0.1345,0.0215,0.013,0.0556,0.028,0.8745,0.9284,0.6533,0.8902
9,1.7000000000000002,0.0999,0.0965,0.2276,0.1429,0.015,0.0148,0.0781,0.0314,0.9171,0.9186,0.5557,0.8922
9,1.8,0.1254,0.1145,0.2146,0.1438,0.0234,0.0203,0.0736,0.0311,0.8669,0.8869,0.5343,0.8878
9,1.9000000000000001,0.1122,0.1032,0.2265,0.1628,0.0191,0.017,0.0818,0.0407,0.8883,0.9073,0.5211,0.8144
9,2.0,0.1298,0.1094,0.2277,0.17,0.0266,0.0191,0.0832,0.0417,0.838,0.8971,0.5543,0.8189
9,2.1,0.1446,0.1234,0.2469,0.1794,0.0299,0.0233,0.0903,0.048,0.8239,0.8635,0.4794,0.7965
9,2.2,0.1446,0.115,0.2363,0.1846,0.0329,0.0215,0.0912,0.0502,0.7916,0.8912,0.452,0.7916
9,2.3000000000000003,0.1365,0.128,0.2421,0.1787,0.0277,0.026,0.0996,0.0523,0.837,0.8619,0.3948,0.7704
9,2.4000000000000004,0.1422,0.1183,0.2249,0.1913,0.0296,0.0236,0.0791,0.0558,0.8266,0.8766,0.569,0.7712
9,2.5,0.1495,0.1287,0.2534,0.1989,0.0336,0.0248,0.0939,0.0615,0.798,0.8727,0.5166,0.7278
9,2.6,0.1658,0.1371,0.2563,0.1992,0.0413,0.0284,0.1064,0.0597,0.7422,0.8489,0.3672,0.7574
9,2.7,0.1462,0.1431,0.2583,0.2013,0.034,0.0295,0.1074,0.0622,0.7872,0.8368,0.3855,0.7632
9,2.8000000000000003,0.1758,0.1445,0.2737,0.2077,0.0451,0.0317,0.1185,0.0682,0.6998,0.8354,0.3369,0.6742
9,2.9000000000000004,0.1629,0.1485,0.2492,0.2167,0.0393,0.0347,0.0998,0.0735,0.7507,0.8023,0.4467,0.6899
9,3.0,0.1757,0.1527,0.2616,0.2172,0.0459,0.0343,0.1058,0.0709,0.6832,0.8083,0.3821,0.6531
